,id,text,labels
58,1145510,"this is a fun restaurant to go to. the pizza is . and i like the music. but the pizza is way to expensive. a large is  dollar cardinal ,  and coins are about  dollar cardinal each. ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, 2, -2, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
59,1147082,i went there for lunch and it was not as good as i expected from the reviews i read. sauce was watery and the food did not have much flavor. i do not think i would go again. ,"[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
60,1147211,"this place is great. i had a huge group for my birthday and we were well taken care of. the waitress was very patient with us and the food is wonderful ! service was prompt ,  friendly and great. slightly on the right side but worth it ! ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, 2, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
61,1153034,"org. there was a small wait ,  but shorter than i expected. located at your terminal the end of a magnificent block. very cozy and warm inside. i will be back ! ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, 1, 1, 1, -2, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
62,1154550,this is the best place in gpe - hands down. the place is small and cramped but the food is fantastic. get the tuna of hell. ,"[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, -1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
63,1162037,"planet gpe has always been a hit with me  ,  i go there usually for the lunch ,  which is great  ,  the norp food is excellent too . with the great variety on the menu  ,  i eat here often and never get bored . the atmosphere is not the greatest  ,  but i suppose that is how they keep the prices down . it is all about the food  ! ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, 1, -2, -1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
64,1167434,"first it took us a long time to find the place. but when we looked at your terminal the menu ,  there were not a lot of choices ,  most of them were placed in the vegetable section. those rolls were big ,  but not good and this was not fresh. they were dry and disgusting ,  i did not even finish my ordinal piece. ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
65,1175958,"org is like cheers where everyone knows your name and they are actually glad you came. try the red tuna ,  it is to die for. try everything for that matter ,  it is all good. i have been going there since it opened and i cannot get enough. ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, 1, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
66,1189674,"ordinal went here to enjoy their garden terrace. the food was amazing ,  and the service was prompt and helpful ,  but not over-bearing or rushed. the steak table is a great bet ,  they fix it for you at your terminal the table. certainly some nights inside the restaurant were rather warm ,  but the open kitchen is part of the charm. great wine selection ,  wine is worth the price ,  and the org product is a great value. it may be a bit packed on date ,  but the vibe is good and it is the best norp food you will find in the area. have recommended the place to friends ,  always gets good response. ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, 1, 1, 1, 2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
67,1199292,"pizza - the only pizza in gpe that should not have additional topping - the crust tastes like the best ,  freshly baked bread ! i take all my gpe guests to vtu. ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
68,1199480,"not sure where the previous reviewer ,  too ,  live ,  but person is in a great neighborhood and has great food ! i have been there cardinal times and have always had wonderful experiences. i would highly recommend it for a special occasion -- it provides and intimate setting and nice service. ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, 1, 1, 1, -2, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
69,1205520,i am not sure where the other reviewers ate but it seems as if we visited cardinal different restaurants because my friends and i all enjoy it very much. and we are repeat customers. even after they called me the last time i was there. make sure you have the spicy cheese roll. . it is delicious ! ,"[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, 1, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
70,1212346,"you were excellent ,  lobster milk was very salty ! took my mom for date ,  and date was pretty rude. told us to sit anywhere ,  and when we sat he said the table was reserved. stepped on my foot on the ordinal time he reached over me to adjust lighting. person was  dollar but plain perfect for what it is. ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -2, 2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
71,1221938,"the drinks are always person made and wine selection is fairly priced. try their chef##s skills they are to die for. service is not exactly cardinal star ,  but that is not really a big deal. downstairs lounge is always a good attraction ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -2, 1, 1, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
72,1225162,"raga, is a romantic ,  cozy restaurant. the exotic food is beautifully presented and is a delight in delicious combinations. it is also extremely well priced. the staff is incredibly helpful and supportive. the bar is very well stocked with interesting beers and well priced wines. this is one of my favorite restaurants and it is not to be missed. your friends will thank you for introducing them to this gem ! ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, 1, 1, 1, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
73,1227999,"when we stumbled on leon ,  we thought that we had found quite the gem but ,  we were certainly wrong. the waitress moved our table practically into the bathroom and when we asked to cancel our dinner orders because we did not want to eat sitting on the toilet ,  we were told no. then ,  to top things off ,  she dropped used shoes on my boyfriend' jacket and did not stop to apologize or clean the mess that was left on clothes. such a disappointment. org ,  and there are quantity of restaurants in gpe away from this one ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -1, -1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
74,1230993,"i had a great time at your terminal , and hyde ! i loved everything about it-especially the shows and actors. our server was very helpful and friendly. i am bringing my whole family back next time. the food was good too. ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, 1, 1, -2, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
75,1232468,"the tuna and some potatoes are excellent. the outdoor atmosphere of sitting on the sidewalk watching the world go by quantity away on fac on time was wonderful. inside is a little cramped ,  but to be expected. service was prompt and urgent. this was a repeat visit and we will definitely be back again. ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, 1, 1, 1, -2, -1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
76,1241906,"great service ,  great food. prices are in line. but too far east ! ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -1, -1, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
77,1253117,"the pizza is delicious - they use fresh meat instead of the cheap ,  frozen ,  shredded cheese common to most norp. cardinal since their pizza selection said ,  it would be nice to get some more sticks on the menu. also ,  because it is so thin ,  it gets cold very quickly and its not that filling. wait staff is completely none of your business but its the best pie on the list ! ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -2, 2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
78,1256373,by far the best salad i have had in a fast food restaurant. fine dining restaurant quality. cardinal different choices to create your own. a must try ! ,"[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
79,1264954,"on date time ,  a friend and i finally found this great restaurant on our way to see the pulitzer prize winning play doubt. this was the perfect quiet ,  relaxing ,  and delicious accompaniment to time of theater. the chicken pot pie is gpe ,  the cheese huge and delicious ,  and the service professional wan warm. with so many poor experiences to be had in the theater district ,  is truly an excellent find ! we will return many times for this oasis in mid-town. ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, 1, 1, -2, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
80,1269216,the staff is no nonsense. the food options rule. when i lived upstate for a while i would buy freeze the beans and they would still be better than any else. worth visiting the ordinal ave spot because it is the original store. ,"[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, 1, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
81,1275154,"he served me an egg hand roll ,  which i never had before ,  and let me tell person was heaven ! the sake menu should not be overlooked ! all in all ,  this midtown gem instantly became cardinal of my favorite local restaurants in the city. try the lobster cake and the rose special roll. ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, 1, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
82,1280166,"service was very good - prompt ,  polite and non-invasive. food was very good as well ,  considering that we tried the budget selection ( though i wish the pork belly that i ordered was roasted a bit longer ,  so that fat was more of a melt-in-your-mouth experience ) . wine list selection is good and wine-by-the-glass was carefully filled to the top. traditional norp beer was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation. ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, -2, 2, 1, 2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
83,1280179,"i have been to at your terminal cafe spice probably cardinal times ,  it is probably still the best norp restaurant around fac. to sum it up :  service varies from good to worse ,  depending on which waiter you get ;  generally it is just average ok. seating is always prompt ,  though the restaurant does fill up in time. food is usually very good ,  though occasional i wondered about sales of raw vegetables in side orders. as many other reviewers noticed ,  your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time. the decor is vibrant and eye-pleasing with several semi-private rooms on the right side of the dining hall ,  which are great for a date. ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 2, -2, 1, 2, -2, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
84,1286916,"i have never been disappointed in the red eye. the ordinal time i went ,  and was completely taken by the live jazz band and atmosphere ,  i ordered the lobster cobb salad. it is simply the best meal in nyc. you cannot go wrong at your terminal the red eye grill. ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, 1, -2, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
85,1287538,"if we were to move from the upper east side ,  we would genuinely miss this restaurant. the restaurant is cute but not upscale. the food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes. i would highly recommend it. it is one of our favorite places to eat in ny. ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, 1, -2, -1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
86,1289424,we had a great time at your terminal the beer and person pub time. after really enjoying ourselves at your terminal the bar we sat down at your terminal a table and had dinner. the server was really cool and served us our food and drinks with a smile. the placeof decor and hidden bathrooms made for a good laugh. i highly recommend visiting this restaurant and having dinner and drinks ! ,"[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, 1, -2, -2, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
87,1293334,"if you are the type of person who likes being scared and entertained ,  this is a great place to go and eat. my husband and i thought it would be great to go to the beach and person pub for our anniversary ,  and to our surprise it was fantastic. the have over cardinal different beers to offer the guest so that made my husband very happy and the food was delicious ,  if i must recommend a dish it must be the norp bread. the entertainment was great they have shows that go on through out the dinner. please take my advice ,  go and try this place. you will not be alone at your terminal all. ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, 1, 1, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
